,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,healthy,consolidated_dataset/test_00191.png,"{'doctor': 17, 'engineer': 4, 'normal': 37, 'thug': 7, 'imposter': 8, 'pessimist': 27}",normal,save,720,0,0
1,zombie,consolidated_dataset/test_00093.png,"{'doctor': 8, 'engineer': 8, 'normal': 1, 'thug': 13, 'imposter': 58, 'pessimist': 11}",imposter,scram,690,1,0
2,zombie,consolidated_dataset/test_00018.png,"{'doctor': 4, 'engineer': 78, 'normal': 12, 'thug': 1, 'imposter': 1, 'pessimist': 3}",normal,reveal,640,0,0
3,zombie,consolidated_dataset/test_00195.png,"{'doctor': 34, 'engineer': 8, 'normal': 7, 'thug': 2, 'imposter': 6, 'pessimist': 44}",pessimist,squish,610,0,0
4,healthy,consolidated_dataset/test_00102.png,"{'doctor': 10, 'engineer': 11, 'normal': 61, 'thug': 3, 'imposter': 14, 'pessimist': 1}",engineer,save,595,0,0
5,zombie,consolidated_dataset/test_00009.png,"{'doctor': 4, 'engineer': 2, 'normal': 67, 'thug': 3, 'imposter': 23, 'pessimist': 2}",normal,scram,565,1,0
6,zombie,consolidated_dataset/test_00108.png,"{'doctor': 3, 'engineer': 20, 'normal': 7, 'thug': 51, 'imposter': 19, 'pessimist': 1}",imposter,scram,635,0,0
7,zombie,consolidated_dataset/test_00016.png,"{'doctor': 2, 'engineer': 0, 'normal': 1, 'thug': 86, 'imposter': 7, 'pessimist': 3}",thug,scram,585,0,0
8,zombie,consolidated_dataset/test_00116.png,"{'doctor': 78, 'engineer': 18, 'normal': 1, 'thug': 2, 'imposter': 0, 'pessimist': 1}",doctor,skip,535,0,0
9,zombie,consolidated_dataset/test_00168.png,"{'doctor': 26, 'engineer': 1, 'normal': 25, 'thug': 43, 'imposter': 1, 'pessimist': 3}",doctor,skip,515,0,0
10,healthy,consolidated_dataset/test_00118.png,"{'doctor': 87, 'engineer': 1, 'normal': 3, 'thug': 1, 'imposter': 8, 'pessimist': 0}",doctor,save,495,0,0
11,healthy,consolidated_dataset/test_00098.png,"{'doctor': 3, 'engineer': 4, 'normal': 17, 'thug': 3, 'imposter': 66, 'pessimist': 8}",imposter,squish,465,1,0
12,healthy,consolidated_dataset/test_00174.png,"{'doctor': 5, 'engineer': 2, 'normal': 39, 'thug': 7, 'imposter': 38, 'pessimist': 9}",imposter,skip,450,1,0
13,zombie,consolidated_dataset/test_00005.png,"{'doctor': 2, 'engineer': 33, 'normal': 44, 'thug': 6, 'imposter': 5, 'pessimist': 11}",thug,scram,430,1,0
14,zombie,consolidated_dataset/test_00145.png,"{'doctor': 1, 'engineer': 5, 'normal': 4, 'thug': 71, 'imposter': 14, 'pessimist': 4}",thug,squish,380,0,0
15,healthy,consolidated_dataset/test_00194.png,"{'doctor': 63, 'engineer': 2, 'normal': 2, 'thug': 13, 'imposter': 17, 'pessimist': 4}",doctor,save,365,0,0
16,zombie,consolidated_dataset/test_00106.png,"{'doctor': 31, 'engineer': 5, 'normal': 49, 'thug': 4, 'imposter': 2, 'pessimist': 9}",normal,save,335,1,0
17,zombie,consolidated_dataset/test_00157.png,"{'doctor': 2, 'engineer': 18, 'normal': 2, 'thug': 7, 'imposter': 26, 'pessimist': 46}",imposter,skip,305,2,0
18,healthy,consolidated_dataset/test_00185.png,"{'doctor': 83, 'engineer': 7, 'normal': 2, 'thug': 0, 'imposter': 0, 'pessimist': 7}",doctor,scram,285,2,0
19,healthy,consolidated_dataset/test_00011.png,"{'doctor': 9, 'engineer': 9, 'normal': 7, 'thug': 60, 'imposter': 9, 'pessimist': 6}",thug,save,235,0,0
20,healthy,consolidated_dataset/test_00059.png,"{'doctor': 2, 'engineer': 2, 'normal': 43, 'thug': 27, 'imposter': 12, 'pessimist': 13}",normal,save,205,1,0
21,healthy,consolidated_dataset/test_00012.png,"{'doctor': 0, 'engineer': 14, 'normal': 74, 'thug': 1, 'imposter': 10, 'pessimist': 0}",normal,reveal,175,2,0
22,healthy,consolidated_dataset/test_00100.png,"{'doctor': 0, 'engineer': 4, 'normal': 0, 'thug': 1, 'imposter': 90, 'pessimist': 5}",imposter,scram,145,2,0
23,zombie,consolidated_dataset/test_00047.png,"{'doctor': 4, 'engineer': 8, 'normal': 54, 'thug': 19, 'imposter': 8, 'pessimist': 7}",thug,skip,95,0,0
24,zombie,consolidated_dataset/test_00045.png,"{'doctor': 14, 'engineer': 4, 'normal': 45, 'thug': 4, 'imposter': 23, 'pessimist': 10}",imposter,squish,75,0,0
25,zombie,consolidated_dataset/test_00164.png,"{'doctor': 0, 'engineer': 0, 'normal': 36, 'thug': 32, 'imposter': 19, 'pessimist': 13}",imposter,squish,60,0,0
26,healthy,consolidated_dataset/test_00154.png,"{'doctor': 0, 'engineer': 6, 'normal': 5, 'thug': 70, 'imposter': 6, 'pessimist': 12}",doctor,save,45,0,0
27,zombie,consolidated_dataset/test_00152.png,"{'doctor': 17, 'engineer': 6, 'normal': 49, 'thug': 18, 'imposter': 6, 'pessimist': 3}",normal,scram,15,1,0
Killed: 2 Saved: 7
