,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,healthy,consolidated_dataset/test_00057.png,"{'doctor': 6, 'engineer': 6, 'normal': 80, 'thug': 2, 'imposter': 4, 'pessimist': 1}",normal,save,720.0,0,0
1,healthy,consolidated_dataset/test_00084.png,"{'doctor': 5, 'engineer': 13, 'normal': 1, 'thug': 18, 'imposter': 6, 'pessimist': 58}",doctor,save,690.0,1,0
2,zombie,consolidated_dataset/test_00033.png,"{'doctor': 9, 'engineer': 21, 'normal': 14, 'thug': 26, 'imposter': 11, 'pessimist': 19}",normal,squish,660.0,2,0
3,zombie,consolidated_dataset/test_00005.png,"{'doctor': 1, 'engineer': 42, 'normal': 13, 'thug': 1, 'imposter': 22, 'pessimist': 21}",engineer,skip,645.0,2,0
4,healthy,consolidated_dataset/test_00130.png,"{'doctor': 0, 'engineer': 10, 'normal': 46, 'thug': 2, 'imposter': 18, 'pessimist': 25}",engineer,save,625.0,2,0
5,zombie,consolidated_dataset/test_00074.png,"{'doctor': 1, 'engineer': 43, 'normal': 50, 'thug': 1, 'imposter': 0, 'pessimist': 6}",thug,save,595.0,3,0
6,healthy,consolidated_dataset/test_00028.png,"{'doctor': 3, 'engineer': 12, 'normal': 53, 'thug': 7, 'imposter': 18, 'pessimist': 7}",normal,scram,565.0,4,0
7,healthy,consolidated_dataset/test_00136.png,"{'doctor': 1, 'engineer': 2, 'normal': 50, 'thug': 12, 'imposter': 33, 'pessimist': 2}",normal,skip,635.0,0,0
8,zombie,consolidated_dataset/test_00072.png,"{'doctor': 7, 'engineer': 6, 'normal': 65, 'thug': 6, 'imposter': 11, 'pessimist': 4}",normal,skip,615.0,0,0
9,healthy,consolidated_dataset/test_00038.png,"{'doctor': 12, 'engineer': 2, 'normal': 64, 'thug': 12, 'imposter': 3, 'pessimist': 7}",normal,save,595.0,0,0
10,healthy,consolidated_dataset/test_00128.png,"{'doctor': 3, 'engineer': 1, 'normal': 4, 'thug': 91, 'imposter': 0, 'pessimist': 2}",thug,skip,565.0,1,0
11,healthy,consolidated_dataset/test_00075.png,"{'doctor': 31, 'engineer': 11, 'normal': 39, 'thug': 11, 'imposter': 1, 'pessimist': 6}",normal,save,545.0,1,0
12,zombie,consolidated_dataset/test_00116.png,"{'doctor': 15, 'engineer': 14, 'normal': 56, 'thug': 3, 'imposter': 4, 'pessimist': 7}",normal,save,515.0,2,0
13,zombie,consolidated_dataset/test_00146.png,"{'doctor': 68, 'engineer': 5, 'normal': 1, 'thug': 5, 'imposter': 16, 'pessimist': 5}",imposter,scram,485.0,3,0
14,healthy,consolidated_dataset/test_00056.png,"{'doctor': 53, 'engineer': 32, 'normal': 5, 'thug': 8, 'imposter': 0, 'pessimist': 2}",engineer,save,435.0,0,0
15,healthy,consolidated_dataset/test_00063.png,"{'doctor': 7, 'engineer': 3, 'normal': 30, 'thug': 9, 'imposter': 25, 'pessimist': 27}",pessimist,save,405.0,1,0
16,zombie,consolidated_dataset/test_00199.png,"{'doctor': 13, 'engineer': 7, 'normal': 57, 'thug': 16, 'imposter': 3, 'pessimist': 5}",normal,save,375.0,2,0
17,healthy,consolidated_dataset/test_00127.png,"{'doctor': 0, 'engineer': 3, 'normal': 4, 'thug': 4, 'imposter': 87, 'pessimist': 2}",imposter,scram,345.0,3,0
18,healthy,consolidated_dataset/test_00187.png,"{'doctor': 14, 'engineer': 14, 'normal': 23, 'thug': 10, 'imposter': 9, 'pessimist': 30}",normal,save,367.0,0,0
19,zombie,consolidated_dataset/test_00013.png,"{'doctor': 6, 'engineer': 42, 'normal': 5, 'thug': 38, 'imposter': 1, 'pessimist': 8}",thug,scram,337.0,1,0
20,zombie,consolidated_dataset/test_00161.png,"{'doctor': 2, 'engineer': 3, 'normal': 5, 'thug': 31, 'imposter': 28, 'pessimist': 32}",imposter,scram,287.0,0,0
21,zombie,consolidated_dataset/test_00079.png,"{'doctor': 5, 'engineer': 0, 'normal': 76, 'thug': 12, 'imposter': 3, 'pessimist': 3}",thug,scram,237.0,0,0
22,healthy,consolidated_dataset/test_00158.png,"{'doctor': 0, 'engineer': 44, 'normal': 14, 'thug': 17, 'imposter': 23, 'pessimist': 2}",thug,save,187.0,0,0
23,healthy,consolidated_dataset/test_00188.png,"{'doctor': 22, 'engineer': 2, 'normal': 45, 'thug': 18, 'imposter': 0, 'pessimist': 13}",thug,save,157.0,1,0
24,healthy,consolidated_dataset/test_00196.png,"{'doctor': 71, 'engineer': 9, 'normal': 3, 'thug': 9, 'imposter': 4, 'pessimist': 4}",thug,save,127.0,2,0
25,zombie,consolidated_dataset/test_00144.png,"{'doctor': 5, 'engineer': 15, 'normal': 1, 'thug': 32, 'imposter': 34, 'pessimist': 13}",doctor,scram,97.0,3,0
26,healthy,consolidated_dataset/test_00129.png,"{'doctor': 46, 'engineer': 3, 'normal': 1, 'thug': 46, 'imposter': 3, 'pessimist': 1}",doctor,save,47.0,0,0
27,zombie,consolidated_dataset/test_00177.png,"{'doctor': 0, 'engineer': 6, 'normal': 19, 'thug': 26, 'imposter': 37, 'pessimist': 11}",imposter,scram,17.0,1,0
Killed: 2 Saved: 13
