,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,zombie,consolidated_dataset/test_00181.png,"{'doctor': 1, 'engineer': 4, 'normal': 2, 'thug': 92, 'imposter': 1, 'pessimist': 0}",engineer,save,720.0,0,0
1,zombie,consolidated_dataset/test_00142.png,"{'doctor': 2, 'engineer': 45, 'normal': 5, 'thug': 40, 'imposter': 3, 'pessimist': 6}",normal,squish,690.0,1,0
2,healthy,consolidated_dataset/test_00050.png,"{'doctor': 3, 'engineer': 1, 'normal': 1, 'thug': 73, 'imposter': 8, 'pessimist': 15}",normal,skip,675.0,1,0
3,healthy,consolidated_dataset/test_00124.png,"{'doctor': 7, 'engineer': 0, 'normal': 22, 'thug': 57, 'imposter': 4, 'pessimist': 11}",normal,skip,655.0,1,0
4,zombie,consolidated_dataset/test_00099.png,"{'doctor': 0, 'engineer': 15, 'normal': 2, 'thug': 5, 'imposter': 51, 'pessimist': 27}",imposter,scram,635.0,1,0
5,healthy,consolidated_dataset/test_00119.png,"{'doctor': 2, 'engineer': 13, 'normal': 66, 'thug': 8, 'imposter': 9, 'pessimist': 1}",normal,save,705.0,0,0
6,healthy,consolidated_dataset/test_00015.png,"{'doctor': 44, 'engineer': 6, 'normal': 7, 'thug': 5, 'imposter': 32, 'pessimist': 5}",doctor,save,675.0,1,0
7,zombie,consolidated_dataset/test_00027.png,"{'doctor': 36, 'engineer': 31, 'normal': 15, 'thug': 11, 'imposter': 4, 'pessimist': 2}",normal,scram,645.0,2,0
8,healthy,consolidated_dataset/test_00136.png,"{'doctor': 3, 'engineer': 0, 'normal': 3, 'thug': 64, 'imposter': 23, 'pessimist': 7}",thug,skip,595.0,0,0
9,zombie,consolidated_dataset/test_00167.png,"{'doctor': 1, 'engineer': 2, 'normal': 38, 'thug': 11, 'imposter': 45, 'pessimist': 3}",imposter,squish,575.0,0,0
10,healthy,consolidated_dataset/test_00182.png,"{'doctor': 2, 'engineer': 0, 'normal': 70, 'thug': 18, 'imposter': 3, 'pessimist': 6}",normal,save,560.0,0,0
11,healthy,consolidated_dataset/test_00134.png,"{'doctor': 85, 'engineer': 6, 'normal': 2, 'thug': 1, 'imposter': 1, 'pessimist': 5}",doctor,save,530.0,1,0
12,zombie,consolidated_dataset/test_00149.png,"{'doctor': 0, 'engineer': 31, 'normal': 30, 'thug': 12, 'imposter': 20, 'pessimist': 7}",imposter,scram,500.0,2,0
13,healthy,consolidated_dataset/test_00011.png,"{'doctor': 28, 'engineer': 2, 'normal': 27, 'thug': 18, 'imposter': 25, 'pessimist': 0}",doctor,save,450.0,0,0
14,healthy,consolidated_dataset/test_00019.png,"{'doctor': 25, 'engineer': 6, 'normal': 6, 'thug': 56, 'imposter': 1, 'pessimist': 6}",normal,save,420.0,1,0
15,healthy,consolidated_dataset/test_00115.png,"{'doctor': 4, 'engineer': 17, 'normal': 26, 'thug': 7, 'imposter': 38, 'pessimist': 7}",normal,scram,390.0,2,0
16,healthy,consolidated_dataset/test_00127.png,"{'doctor': 2, 'engineer': 4, 'normal': 53, 'thug': 2, 'imposter': 28, 'pessimist': 10}",imposter,skip,340.0,0,0
17,zombie,consolidated_dataset/test_00157.png,"{'doctor': 4, 'engineer': 40, 'normal': 11, 'thug': 27, 'imposter': 12, 'pessimist': 7}",normal,skip,320.0,0,0
18,healthy,consolidated_dataset/test_00003.png,"{'doctor': 0, 'engineer': 1, 'normal': 1, 'thug': 53, 'imposter': 16, 'pessimist': 28}",imposter,scram,300.0,0,0
19,healthy,consolidated_dataset/test_00040.png,"{'doctor': 0, 'engineer': 15, 'normal': 61, 'thug': 7, 'imposter': 6, 'pessimist': 12}",thug,skip,250.0,0,0
20,zombie,consolidated_dataset/test_00095.png,"{'doctor': 0, 'engineer': 74, 'normal': 3, 'thug': 8, 'imposter': 15, 'pessimist': 0}",engineer,save,230.0,0,0
21,zombie,consolidated_dataset/test_00140.png,"{'doctor': 4, 'engineer': 0, 'normal': 3, 'thug': 6, 'imposter': 0, 'pessimist': 87}",pessimist,save,200.0,1,0
22,healthy,consolidated_dataset/test_00158.png,"{'doctor': 5, 'engineer': 33, 'normal': 27, 'thug': 2, 'imposter': 9, 'pessimist': 24}",imposter,scram,170.0,2,0
23,zombie,consolidated_dataset/test_00004.png,"{'doctor': 5, 'engineer': 58, 'normal': 21, 'thug': 4, 'imposter': 8, 'pessimist': 4}",engineer,save,192.0,0,0
24,healthy,consolidated_dataset/test_00183.png,"{'doctor': 8, 'engineer': 41, 'normal': 10, 'thug': 16, 'imposter': 20, 'pessimist': 5}",thug,scram,162.0,1,0
25,zombie,consolidated_dataset/test_00037.png,"{'doctor': 7, 'engineer': 39, 'normal': 14, 'thug': 13, 'imposter': 24, 'pessimist': 2}",doctor,skip,232.0,0,0
26,healthy,consolidated_dataset/test_00075.png,"{'doctor': 25, 'engineer': 6, 'normal': 11, 'thug': 48, 'imposter': 3, 'pessimist': 7}",thug,scram,212.0,0,0
