,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,healthy,consolidated_dataset/test_00115.png,"{'doctor': 6, 'engineer': 59, 'normal': 0, 'thug': 2, 'imposter': 32, 'pessimist': 1}",engineer,save,720,0,0
1,zombie,consolidated_dataset/test_00087.png,"{'doctor': 0, 'engineer': 1, 'normal': 13, 'thug': 1, 'imposter': 73, 'pessimist': 12}",imposter,scram,690,1,0
2,zombie,consolidated_dataset/test_00138.png,"{'doctor': 4, 'engineer': 1, 'normal': 91, 'thug': 0, 'imposter': 1, 'pessimist': 3}",normal,skip,760,0,0
3,zombie,consolidated_dataset/test_00072.png,"{'doctor': 32, 'engineer': 27, 'normal': 1, 'thug': 25, 'imposter': 10, 'pessimist': 6}",engineer,reveal,740,0,0
4,healthy,consolidated_dataset/test_00163.png,"{'doctor': 6, 'engineer': 17, 'normal': 13, 'thug': 2, 'imposter': 2, 'pessimist': 60}",pessimist,save,710,0,0
5,healthy,consolidated_dataset/test_00124.png,"{'doctor': 0, 'engineer': 6, 'normal': 1, 'thug': 0, 'imposter': 92, 'pessimist': 0}",imposter,skip,680,1,0
6,healthy,consolidated_dataset/test_00011.png,"{'doctor': 31, 'engineer': 5, 'normal': 3, 'thug': 36, 'imposter': 9, 'pessimist': 15}",imposter,skip,660,1,0
7,healthy,consolidated_dataset/test_00136.png,"{'doctor': 22, 'engineer': 1, 'normal': 5, 'thug': 23, 'imposter': 49, 'pessimist': 1}",imposter,scram,640,1,0
8,healthy,consolidated_dataset/test_00158.png,"{'doctor': 2, 'engineer': 3, 'normal': 92, 'thug': 0, 'imposter': 1, 'pessimist': 2}",normal,save,590,0,0
9,zombie,consolidated_dataset/test_00013.png,"{'doctor': 3, 'engineer': 1, 'normal': 9, 'thug': 7, 'imposter': 81, 'pessimist': 0}",imposter,scram,560,1,0
10,zombie,consolidated_dataset/test_00060.png,"{'doctor': 3, 'engineer': 22, 'normal': 2, 'thug': 22, 'imposter': 48, 'pessimist': 4}",imposter,scram,510,0,0
11,zombie,consolidated_dataset/test_00014.png,"{'doctor': 6, 'engineer': 1, 'normal': 2, 'thug': 12, 'imposter': 52, 'pessimist': 27}",pessimist,skip,460,0,0
12,zombie,consolidated_dataset/test_00095.png,"{'doctor': 1, 'engineer': 28, 'normal': 0, 'thug': 45, 'imposter': 9, 'pessimist': 17}",thug,squish,440,0,0
13,healthy,consolidated_dataset/test_00066.png,"{'doctor': 0, 'engineer': 43, 'normal': 48, 'thug': 7, 'imposter': 2, 'pessimist': 0}",normal,save,425,0,0
14,healthy,consolidated_dataset/test_00050.png,"{'doctor': 1, 'engineer': 5, 'normal': 6, 'thug': 54, 'imposter': 11, 'pessimist': 23}",pessimist,skip,395,1,0
