,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,healthy,consolidated_dataset/test_00084.png,"{'doctor': 20, 'engineer': 6, 'normal': 16, 'thug': 7, 'imposter': 46, 'pessimist': 5}",doctor,save,720,0,0
1,healthy,consolidated_dataset/test_00148.png,"{'doctor': 0, 'engineer': 0, 'normal': 98, 'thug': 0, 'imposter': 1, 'pessimist': 0}",normal,save,690,1,0
2,healthy,consolidated_dataset/test_00065.png,"{'doctor': 18, 'engineer': 56, 'normal': 4, 'thug': 11, 'imposter': 2, 'pessimist': 9}",engineer,reveal,660,2,0
3,zombie,consolidated_dataset/test_00159.png,"{'doctor': 18, 'engineer': 7, 'normal': 2, 'thug': 4, 'imposter': 64, 'pessimist': 4}",doctor,save,630,2,0
4,zombie,consolidated_dataset/test_00140.png,"{'doctor': 17, 'engineer': 1, 'normal': 3, 'thug': 19, 'imposter': 9, 'pessimist': 52}",imposter,scram,600,3,0
5,healthy,consolidated_dataset/test_00183.png,"{'doctor': 4, 'engineer': 0, 'normal': 2, 'thug': 73, 'imposter': 4, 'pessimist': 17}",thug,skip,550,0,0
6,healthy,consolidated_dataset/test_00036.png,"{'doctor': 8, 'engineer': 3, 'normal': 27, 'thug': 59, 'imposter': 2, 'pessimist': 1}",normal,reveal,530,0,0
7,zombie,consolidated_dataset/test_00093.png,"{'doctor': 38, 'engineer': 31, 'normal': 25, 'thug': 4, 'imposter': 1, 'pessimist': 2}",doctor,save,500,0,0
8,healthy,consolidated_dataset/test_00158.png,"{'doctor': 1, 'engineer': 35, 'normal': 4, 'thug': 14, 'imposter': 12, 'pessimist': 34}",engineer,save,470,1,0
9,zombie,consolidated_dataset/test_00112.png,"{'doctor': 51, 'engineer': 37, 'normal': 1, 'thug': 2, 'imposter': 5, 'pessimist': 4}",engineer,save,440,2,0
10,zombie,consolidated_dataset/test_00031.png,"{'doctor': 24, 'engineer': 4, 'normal': 61, 'thug': 6, 'imposter': 0, 'pessimist': 5}",normal,scram,410,3,0
11,healthy,consolidated_dataset/test_00188.png,"{'doctor': 5, 'engineer': 10, 'normal': 69, 'thug': 8, 'imposter': 4, 'pessimist': 4}",normal,save,600,0,0
12,zombie,consolidated_dataset/test_00167.png,"{'doctor': 52, 'engineer': 5, 'normal': 5, 'thug': 36, 'imposter': 2, 'pessimist': 0}",engineer,skip,570,1,0
13,healthy,consolidated_dataset/test_00194.png,"{'doctor': 2, 'engineer': 4, 'normal': 50, 'thug': 11, 'imposter': 31, 'pessimist': 3}",imposter,skip,550,1,0
14,zombie,consolidated_dataset/test_00070.png,"{'doctor': 2, 'engineer': 1, 'normal': 18, 'thug': 13, 'imposter': 9, 'pessimist': 57}",pessimist,skip,530,1,0
15,healthy,consolidated_dataset/test_00050.png,"{'doctor': 58, 'engineer': 3, 'normal': 3, 'thug': 3, 'imposter': 5, 'pessimist': 27}",pessimist,skip,510,1,0
16,zombie,consolidated_dataset/test_00022.png,"{'doctor': 24, 'engineer': 3, 'normal': 58, 'thug': 9, 'imposter': 6, 'pessimist': 0}",normal,skip,490,1,0
17,zombie,consolidated_dataset/test_00037.png,"{'doctor': 8, 'engineer': 20, 'normal': 5, 'thug': 2, 'imposter': 37, 'pessimist': 27}",imposter,squish,470,1,0
18,zombie,consolidated_dataset/test_00199.png,"{'doctor': 58, 'engineer': 5, 'normal': 1, 'thug': 1, 'imposter': 16, 'pessimist': 19}",imposter,squish,455,1,0
19,healthy,consolidated_dataset/test_00083.png,"{'doctor': 1, 'engineer': 1, 'normal': 61, 'thug': 1, 'imposter': 32, 'pessimist': 5}",normal,reveal,440,1,0
20,zombie,consolidated_dataset/test_00047.png,"{'doctor': 12, 'engineer': 32, 'normal': 3, 'thug': 44, 'imposter': 7, 'pessimist': 2}",thug,squish,410,1,0
21,healthy,consolidated_dataset/test_00053.png,"{'doctor': 11, 'engineer': 49, 'normal': 1, 'thug': 26, 'imposter': 13, 'pessimist': 1}",engineer,save,395,1,0
22,zombie,consolidated_dataset/test_00018.png,"{'doctor': 1, 'engineer': 28, 'normal': 52, 'thug': 3, 'imposter': 2, 'pessimist': 14}",engineer,skip,365,2,0
23,healthy,consolidated_dataset/test_00015.png,"{'doctor': 2, 'engineer': 31, 'normal': 17, 'thug': 3, 'imposter': 45, 'pessimist': 2}",engineer,save,345,2,0
24,healthy,consolidated_dataset/test_00028.png,"{'doctor': 0, 'engineer': 1, 'normal': 4, 'thug': 92, 'imposter': 2, 'pessimist': 1}",thug,reveal,315,3,0
25,zombie,consolidated_dataset/test_00156.png,"{'doctor': 47, 'engineer': 14, 'normal': 14, 'thug': 10, 'imposter': 2, 'pessimist': 13}",doctor,skip,285,3,0
26,healthy,consolidated_dataset/test_00056.png,"{'doctor': 0, 'engineer': 9, 'normal': 13, 'thug': 69, 'imposter': 3, 'pessimist': 5}",thug,scram,265,3,0
27,healthy,consolidated_dataset/test_00078.png,"{'doctor': 3, 'engineer': 0, 'normal': 9, 'thug': 16, 'imposter': 2, 'pessimist': 70}",normal,save,455,0,0
28,healthy,consolidated_dataset/test_00123.png,"{'doctor': 5, 'engineer': 9, 'normal': 42, 'thug': 3, 'imposter': 24, 'pessimist': 16}",imposter,skip,425,1,0
29,healthy,consolidated_dataset/test_00107.png,"{'doctor': 15, 'engineer': 20, 'normal': 36, 'thug': 6, 'imposter': 9, 'pessimist': 13}",normal,reveal,405,1,0
30,zombie,consolidated_dataset/test_00137.png,"{'doctor': 2, 'engineer': 14, 'normal': 33, 'thug': 5, 'imposter': 39, 'pessimist': 6}",imposter,squish,375,1,0
31,healthy,consolidated_dataset/test_00038.png,"{'doctor': 14, 'engineer': 2, 'normal': 39, 'thug': 11, 'imposter': 15, 'pessimist': 19}",normal,reveal,360,1,0
32,zombie,consolidated_dataset/test_00088.png,"{'doctor': 20, 'engineer': 13, 'normal': 6, 'thug': 24, 'imposter': 15, 'pessimist': 22}",thug,squish,330,1,0
33,zombie,consolidated_dataset/test_00142.png,"{'doctor': 2, 'engineer': 24, 'normal': 41, 'thug': 16, 'imposter': 7, 'pessimist': 10}",normal,skip,315,1,0
34,healthy,consolidated_dataset/test_00098.png,"{'doctor': 1, 'engineer': 4, 'normal': 11, 'thug': 51, 'imposter': 5, 'pessimist': 28}",thug,skip,295,1,0
35,zombie,consolidated_dataset/test_00042.png,"{'doctor': 0, 'engineer': 0, 'normal': 92, 'thug': 4, 'imposter': 3, 'pessimist': 1}",normal,squish,275,1,0
36,healthy,consolidated_dataset/test_00182.png,"{'doctor': 1, 'engineer': 2, 'normal': 83, 'thug': 0, 'imposter': 5, 'pessimist': 10}",normal,save,260,1,0
37,zombie,consolidated_dataset/test_00082.png,"{'doctor': 10, 'engineer': 7, 'normal': 61, 'thug': 21, 'imposter': 1, 'pessimist': 1}",normal,skip,230,2,0
38,healthy,consolidated_dataset/test_00102.png,"{'doctor': 1, 'engineer': 69, 'normal': 12, 'thug': 6, 'imposter': 5, 'pessimist': 8}",engineer,save,210,2,0
39,healthy,consolidated_dataset/test_00040.png,"{'doctor': 2, 'engineer': 18, 'normal': 24, 'thug': 45, 'imposter': 2, 'pessimist': 9}",normal,scram,180,3,0
40,healthy,consolidated_dataset/test_00100.png,"{'doctor': 2, 'engineer': 3, 'normal': 38, 'thug': 6, 'imposter': 35, 'pessimist': 16}",normal,save,250,0,0
41,healthy,consolidated_dataset/test_00066.png,"{'doctor': 20, 'engineer': 5, 'normal': 2, 'thug': 58, 'imposter': 1, 'pessimist': 14}",thug,reveal,220,1,0
42,zombie,consolidated_dataset/test_00051.png,"{'doctor': 2, 'engineer': 2, 'normal': 9, 'thug': 77, 'imposter': 9, 'pessimist': 1}",normal,save,190,1,0
43,healthy,consolidated_dataset/test_00003.png,"{'doctor': 11, 'engineer': 1, 'normal': 64, 'thug': 4, 'imposter': 6, 'pessimist': 15}",normal,scram,160,2,0
44,healthy,consolidated_dataset/test_00141.png,"{'doctor': 32, 'engineer': 13, 'normal': 2, 'thug': 24, 'imposter': 22, 'pessimist': 7}",imposter,reveal,110,0,0
45,zombie,consolidated_dataset/test_00074.png,"{'doctor': 19, 'engineer': 4, 'normal': 53, 'thug': 17, 'imposter': 6, 'pessimist': 1}",thug,squish,80,0,0
46,healthy,consolidated_dataset/test_00131.png,"{'doctor': 6, 'engineer': 5, 'normal': 1, 'thug': 77, 'imposter': 0, 'pessimist': 11}",thug,save,65,0,0
47,zombie,consolidated_dataset/test_00152.png,"{'doctor': 7, 'engineer': 9, 'normal': 34, 'thug': 21, 'imposter': 3, 'pessimist': 26}",normal,save,35,1,0
48,zombie,consolidated_dataset/test_00192.png,"{'doctor': 21, 'engineer': 1, 'normal': 37, 'thug': 9, 'imposter': 11, 'pessimist': 20}",normal,scram,5,2,0
Killed: 1 Saved: 15
