,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,healthy,consolidated_dataset/test_00154.png,"{'doctor': 4, 'engineer': 3, 'normal': 51, 'thug': 2, 'imposter': 30, 'pessimist': 9}",imposter,save,720.0,0,0
1,zombie,consolidated_dataset/test_00091.png,"{'doctor': 2, 'engineer': 12, 'normal': 52, 'thug': 12, 'imposter': 8, 'pessimist': 14}",normal,skip,690.0,1,0
2,healthy,consolidated_dataset/test_00040.png,"{'doctor': 5, 'engineer': 1, 'normal': 19, 'thug': 21, 'imposter': 54, 'pessimist': 1}",imposter,skip,670.0,1,0
3,healthy,consolidated_dataset/test_00006.png,"{'doctor': 0, 'engineer': 1, 'normal': 4, 'thug': 69, 'imposter': 13, 'pessimist': 11}",pessimist,skip,650.0,1,0
4,zombie,consolidated_dataset/test_00058.png,"{'doctor': 2, 'engineer': 9, 'normal': 37, 'thug': 16, 'imposter': 35, 'pessimist': 2}",imposter,reveal,630.0,1,0
5,healthy,consolidated_dataset/test_00068.png,"{'doctor': 1, 'engineer': 0, 'normal': 2, 'thug': 0, 'imposter': 5, 'pessimist': 92}",pessimist,save,600.0,1,0
6,zombie,consolidated_dataset/test_00177.png,"{'doctor': 4, 'engineer': 15, 'normal': 31, 'thug': 3, 'imposter': 35, 'pessimist': 12}",pessimist,skip,570.0,2,0
7,zombie,consolidated_dataset/test_00157.png,"{'doctor': 1, 'engineer': 46, 'normal': 3, 'thug': 1, 'imposter': 48, 'pessimist': 1}",engineer,squish,550.0,2,0
8,healthy,consolidated_dataset/test_00035.png,"{'doctor': 6, 'engineer': 15, 'normal': 70, 'thug': 1, 'imposter': 6, 'pessimist': 2}",normal,save,535.0,2,0
9,zombie,consolidated_dataset/test_00029.png,"{'doctor': 49, 'engineer': 13, 'normal': 14, 'thug': 2, 'imposter': 21, 'pessimist': 1}",normal,save,505.0,3,0
10,zombie,consolidated_dataset/test_00037.png,"{'doctor': 14, 'engineer': 30, 'normal': 4, 'thug': 46, 'imposter': 4, 'pessimist': 2}",engineer,scram,475.0,4,0
11,healthy,consolidated_dataset/test_00090.png,"{'doctor': 2, 'engineer': 3, 'normal': 65, 'thug': 2, 'imposter': 21, 'pessimist': 7}",normal,save,335.0,0,0
12,healthy,consolidated_dataset/test_00190.png,"{'doctor': 19, 'engineer': 8, 'normal': 66, 'thug': 0, 'imposter': 0, 'pessimist': 7}",pessimist,save,305.0,1,0
13,zombie,consolidated_dataset/test_00071.png,"{'doctor': 28, 'engineer': 12, 'normal': 38, 'thug': 6, 'imposter': 14, 'pessimist': 2}",normal,squish,275.0,2,0
14,zombie,consolidated_dataset/test_00199.png,"{'doctor': 16, 'engineer': 24, 'normal': 11, 'thug': 6, 'imposter': 39, 'pessimist': 4}",imposter,skip,260.0,2,0
15,zombie,consolidated_dataset/test_00032.png,"{'doctor': 0, 'engineer': 19, 'normal': 8, 'thug': 43, 'imposter': 23, 'pessimist': 7}",imposter,skip,240.0,2,0
16,zombie,consolidated_dataset/test_00009.png,"{'doctor': 7, 'engineer': 9, 'normal': 40, 'thug': 14, 'imposter': 2, 'pessimist': 28}",normal,scram,220.0,2,0
17,healthy,consolidated_dataset/test_00012.png,"{'doctor': 45, 'engineer': 0, 'normal': 3, 'thug': 47, 'imposter': 2, 'pessimist': 3}",thug,save,170.0,0,0
18,zombie,consolidated_dataset/test_00027.png,"{'doctor': 0, 'engineer': 8, 'normal': 42, 'thug': 15, 'imposter': 7, 'pessimist': 27}",thug,scram,140.0,1,0
19,zombie,consolidated_dataset/test_00108.png,"{'doctor': 1, 'engineer': 7, 'normal': 0, 'thug': 76, 'imposter': 0, 'pessimist': 15}",pessimist,squish,90.0,0,0
20,healthy,consolidated_dataset/test_00011.png,"{'doctor': 25, 'engineer': 20, 'normal': 17, 'thug': 17, 'imposter': 2, 'pessimist': 19}",normal,save,75.0,0,0
21,healthy,consolidated_dataset/test_00148.png,"{'doctor': 38, 'engineer': 4, 'normal': 1, 'thug': 3, 'imposter': 49, 'pessimist': 4}",thug,save,45.0,1,0
22,zombie,consolidated_dataset/test_00077.png,"{'doctor': 37, 'engineer': 2, 'normal': 1, 'thug': 2, 'imposter': 44, 'pessimist': 15}",doctor,scram,15.0,2,0
Killed: 1 Saved: 8
