,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,zombie,consolidated_dataset/test_00105.png,"{'doctor': 3, 'engineer': 1, 'normal': 4, 'thug': 1, 'imposter': 9, 'pessimist': 82}",pessimist,skip,720,0,0
1,zombie,consolidated_dataset/test_00166.png,"{'doctor': 35, 'engineer': 24, 'normal': 1, 'thug': 12, 'imposter': 27, 'pessimist': 2}",engineer,skip,700,0,0
2,zombie,consolidated_dataset/test_00122.png,"{'doctor': 16, 'engineer': 14, 'normal': 19, 'thug': 15, 'imposter': 32, 'pessimist': 4}",imposter,skip,680,0,0
3,healthy,consolidated_dataset/test_00038.png,"{'doctor': 8, 'engineer': 7, 'normal': 69, 'thug': 11, 'imposter': 1, 'pessimist': 5}",normal,save,660,0,0
4,healthy,consolidated_dataset/test_00131.png,"{'doctor': 72, 'engineer': 20, 'normal': 1, 'thug': 3, 'imposter': 1, 'pessimist': 2}",doctor,save,630,1,0
5,healthy,consolidated_dataset/test_00119.png,"{'doctor': 12, 'engineer': 1, 'normal': 2, 'thug': 12, 'imposter': 68, 'pessimist': 5}",imposter,scram,600,2,0
6,healthy,consolidated_dataset/test_00165.png,"{'doctor': 2, 'engineer': 8, 'normal': 35, 'thug': 1, 'imposter': 53, 'pessimist': 1}",imposter,skip,550,0,0
7,zombie,consolidated_dataset/test_00144.png,"{'doctor': 59, 'engineer': 3, 'normal': 4, 'thug': 2, 'imposter': 22, 'pessimist': 11}",doctor,skip,530,0,0
8,zombie,consolidated_dataset/test_00101.png,"{'doctor': 0, 'engineer': 10, 'normal': 10, 'thug': 72, 'imposter': 6, 'pessimist': 2}",thug,squish,510,0,0
9,healthy,consolidated_dataset/test_00193.png,"{'doctor': 0, 'engineer': 85, 'normal': 0, 'thug': 5, 'imposter': 0, 'pessimist': 9}",engineer,save,495,0,0
10,healthy,consolidated_dataset/test_00118.png,"{'doctor': 1, 'engineer': 4, 'normal': 64, 'thug': 5, 'imposter': 23, 'pessimist': 3}",imposter,skip,465,1,0
11,zombie,consolidated_dataset/test_00086.png,"{'doctor': 82, 'engineer': 2, 'normal': 2, 'thug': 1, 'imposter': 6, 'pessimist': 7}",doctor,save,445,1,0
12,healthy,consolidated_dataset/test_00136.png,"{'doctor': 1, 'engineer': 1, 'normal': 88, 'thug': 1, 'imposter': 8, 'pessimist': 1}",normal,save,415,2,0
13,healthy,consolidated_dataset/test_00139.png,"{'doctor': 2, 'engineer': 54, 'normal': 34, 'thug': 6, 'imposter': 1, 'pessimist': 2}",doctor,save,385,3,0
14,zombie,consolidated_dataset/test_00137.png,"{'doctor': 5, 'engineer': 9, 'normal': 33, 'thug': 24, 'imposter': 13, 'pessimist': 16}",pessimist,scram,355,4,0
15,healthy,consolidated_dataset/test_00025.png,"{'doctor': 79, 'engineer': 5, 'normal': 1, 'thug': 2, 'imposter': 4, 'pessimist': 9}",doctor,save,425,0,0
16,healthy,consolidated_dataset/test_00184.png,"{'doctor': 15, 'engineer': 80, 'normal': 1, 'thug': 0, 'imposter': 4, 'pessimist': 0}",engineer,save,395,1,0
17,healthy,consolidated_dataset/test_00123.png,"{'doctor': 4, 'engineer': 18, 'normal': 0, 'thug': 19, 'imposter': 35, 'pessimist': 25}",engineer,reveal,365,2,0
18,zombie,consolidated_dataset/test_00146.png,"{'doctor': 20, 'engineer': 0, 'normal': 0, 'thug': 7, 'imposter': 72, 'pessimist': 1}",doctor,scram,335,2,0
19,healthy,consolidated_dataset/test_00111.png,"{'doctor': 27, 'engineer': 23, 'normal': 7, 'thug': 32, 'imposter': 3, 'pessimist': 7}",thug,save,405,0,0
20,healthy,consolidated_dataset/test_00134.png,"{'doctor': 0, 'engineer': 16, 'normal': 57, 'thug': 7, 'imposter': 1, 'pessimist': 20}",engineer,reveal,375,1,0
21,zombie,consolidated_dataset/test_00199.png,"{'doctor': 22, 'engineer': 4, 'normal': 34, 'thug': 3, 'imposter': 8, 'pessimist': 29}",pessimist,save,345,1,0
22,zombie,consolidated_dataset/test_00074.png,"{'doctor': 1, 'engineer': 6, 'normal': 5, 'thug': 30, 'imposter': 53, 'pessimist': 6}",imposter,scram,315,2,0
23,zombie,consolidated_dataset/test_00170.png,"{'doctor': 1, 'engineer': 17, 'normal': 4, 'thug': 22, 'imposter': 6, 'pessimist': 48}",normal,skip,265,0,0
24,healthy,consolidated_dataset/test_00069.png,"{'doctor': 16, 'engineer': 2, 'normal': 32, 'thug': 0, 'imposter': 6, 'pessimist': 44}",pessimist,save,245,0,0
25,healthy,consolidated_dataset/test_00003.png,"{'doctor': 2, 'engineer': 5, 'normal': 78, 'thug': 4, 'imposter': 1, 'pessimist': 11}",normal,save,215,1,0
26,zombie,consolidated_dataset/test_00048.png,"{'doctor': 1, 'engineer': 24, 'normal': 64, 'thug': 3, 'imposter': 7, 'pessimist': 1}",normal,scram,185,2,0
27,zombie,consolidated_dataset/test_00034.png,"{'doctor': 4, 'engineer': 8, 'normal': 5, 'thug': 8, 'imposter': 23, 'pessimist': 52}",pessimist,reveal,135,0,0
28,zombie,consolidated_dataset/test_00197.png,"{'doctor': 1, 'engineer': 68, 'normal': 4, 'thug': 0, 'imposter': 9, 'pessimist': 17}",engineer,skip,105,0,0
29,healthy,consolidated_dataset/test_00196.png,"{'doctor': 26, 'engineer': 15, 'normal': 29, 'thug': 9, 'imposter': 6, 'pessimist': 15}",pessimist,save,85,0,0
30,healthy,consolidated_dataset/test_00068.png,"{'doctor': 13, 'engineer': 55, 'normal': 17, 'thug': 1, 'imposter': 11, 'pessimist': 4}",normal,save,55,1,0
31,healthy,consolidated_dataset/test_00053.png,"{'doctor': 6, 'engineer': 8, 'normal': 46, 'thug': 24, 'imposter': 2, 'pessimist': 14}",thug,save,25,2,0
Killed: 2 Saved: 13
