,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,zombie,consolidated_dataset/test_00144.png,"{'doctor': 4, 'engineer': 5, 'normal': 5, 'thug': 1, 'imposter': 80, 'pessimist': 6}",engineer,squish,720.0,0,0
1,healthy,consolidated_dataset/test_00059.png,"{'doctor': 8, 'engineer': 10, 'normal': 64, 'thug': 1, 'imposter': 10, 'pessimist': 7}",normal,save,705.0,0,0
2,zombie,consolidated_dataset/test_00082.png,"{'doctor': 1, 'engineer': 28, 'normal': 10, 'thug': 40, 'imposter': 11, 'pessimist': 10}",thug,squish,675.0,1,0
3,healthy,consolidated_dataset/test_00035.png,"{'doctor': 1, 'engineer': 1, 'normal': 54, 'thug': 1, 'imposter': 15, 'pessimist': 29}",normal,save,660.0,1,0
4,healthy,consolidated_dataset/test_00194.png,"{'doctor': 37, 'engineer': 15, 'normal': 9, 'thug': 29, 'imposter': 6, 'pessimist': 5}",doctor,save,630.0,2,0
5,healthy,consolidated_dataset/test_00064.png,"{'doctor': 7, 'engineer': 7, 'normal': 56, 'thug': 7, 'imposter': 18, 'pessimist': 7}",normal,scram,600.0,3,0
6,healthy,consolidated_dataset/test_00184.png,"{'doctor': 2, 'engineer': 20, 'normal': 72, 'thug': 1, 'imposter': 1, 'pessimist': 4}",engineer,save,550.0,0,0
7,healthy,consolidated_dataset/test_00123.png,"{'doctor': 7, 'engineer': 16, 'normal': 42, 'thug': 1, 'imposter': 1, 'pessimist': 34}",normal,save,520.0,1,0
8,zombie,consolidated_dataset/test_00076.png,"{'doctor': 1, 'engineer': 70, 'normal': 13, 'thug': 5, 'imposter': 6, 'pessimist': 5}",engineer,save,490.0,2,0
9,healthy,consolidated_dataset/test_00090.png,"{'doctor': 28, 'engineer': 6, 'normal': 34, 'thug': 16, 'imposter': 10, 'pessimist': 6}",doctor,scram,460.0,3,0
10,zombie,consolidated_dataset/test_00095.png,"{'doctor': 19, 'engineer': 37, 'normal': 17, 'thug': 9, 'imposter': 2, 'pessimist': 16}",engineer,skip,650.0,0,0
11,healthy,consolidated_dataset/test_00190.png,"{'doctor': 56, 'engineer': 4, 'normal': 8, 'thug': 6, 'imposter': 20, 'pessimist': 6}",imposter,save,630.0,0,0
12,zombie,consolidated_dataset/test_00030.png,"{'doctor': 13, 'engineer': 39, 'normal': 42, 'thug': 5, 'imposter': 1, 'pessimist': 0}",engineer,save,600.0,1,0
13,zombie,consolidated_dataset/test_00018.png,"{'doctor': 30, 'engineer': 6, 'normal': 18, 'thug': 38, 'imposter': 5, 'pessimist': 3}",doctor,scram,570.0,2,0
14,zombie,consolidated_dataset/test_00142.png,"{'doctor': 20, 'engineer': 19, 'normal': 2, 'thug': 6, 'imposter': 3, 'pessimist': 50}",doctor,skip,490.0,0,0
15,healthy,consolidated_dataset/test_00191.png,"{'doctor': 1, 'engineer': 6, 'normal': 42, 'thug': 4, 'imposter': 8, 'pessimist': 40}",pessimist,save,470.0,0,0
16,zombie,consolidated_dataset/test_00037.png,"{'doctor': 1, 'engineer': 11, 'normal': 31, 'thug': 52, 'imposter': 5, 'pessimist': 1}",normal,squish,440.0,1,0
17,zombie,consolidated_dataset/test_00133.png,"{'doctor': 6, 'engineer': 6, 'normal': 40, 'thug': 24, 'imposter': 23, 'pessimist': 2}",doctor,squish,425.0,1,0
18,zombie,consolidated_dataset/test_00105.png,"{'doctor': 10, 'engineer': 29, 'normal': 40, 'thug': 7, 'imposter': 1, 'pessimist': 13}",engineer,save,410.0,1,0
19,healthy,consolidated_dataset/test_00124.png,"{'doctor': 1, 'engineer': 1, 'normal': 76, 'thug': 19, 'imposter': 2, 'pessimist': 2}",doctor,save,380.0,2,0
20,zombie,consolidated_dataset/test_00177.png,"{'doctor': 5, 'engineer': 2, 'normal': 22, 'thug': 58, 'imposter': 11, 'pessimist': 2}",thug,scram,350.0,3,0
21,zombie,consolidated_dataset/test_00093.png,"{'doctor': 2, 'engineer': 45, 'normal': 51, 'thug': 0, 'imposter': 1, 'pessimist': 1}",normal,save,372.0,0,0
22,zombie,consolidated_dataset/test_00077.png,"{'doctor': 1, 'engineer': 5, 'normal': 3, 'thug': 3, 'imposter': 12, 'pessimist': 76}",pessimist,scram,342.0,1,0
23,healthy,consolidated_dataset/test_00057.png,"{'doctor': 80, 'engineer': 4, 'normal': 12, 'thug': 0, 'imposter': 3, 'pessimist': 1}",imposter,save,292.0,0,0
24,healthy,consolidated_dataset/test_00153.png,"{'doctor': 3, 'engineer': 2, 'normal': 57, 'thug': 2, 'imposter': 10, 'pessimist': 26}",normal,save,262.0,1,0
25,healthy,consolidated_dataset/test_00098.png,"{'doctor': 1, 'engineer': 2, 'normal': 33, 'thug': 32, 'imposter': 26, 'pessimist': 6}",imposter,save,232.0,2,0
26,zombie,consolidated_dataset/test_00014.png,"{'doctor': 48, 'engineer': 0, 'normal': 12, 'thug': 0, 'imposter': 1, 'pessimist': 39}",doctor,skip,202.0,3,0
27,zombie,consolidated_dataset/test_00032.png,"{'doctor': 58, 'engineer': 0, 'normal': 1, 'thug': 2, 'imposter': 34, 'pessimist': 4}",imposter,scram,182.0,3,0
Killed: 0 Saved: 15
