,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity,local_run_id
0,healthy,consolidated_dataset/test_00028.png,"{'doctor': 29, 'engineer': 6, 'normal': 36, 'thug': 8, 'imposter': 4, 'pessimist': 17}",normal,save,720.0,0,0
1,healthy,consolidated_dataset/test_00129.png,"{'doctor': 26, 'engineer': 3, 'normal': 24, 'thug': 9, 'imposter': 36, 'pessimist': 3}",imposter,skip,690.0,1,0
2,zombie,consolidated_dataset/test_00180.png,"{'doctor': 55, 'engineer': 10, 'normal': 6, 'thug': 1, 'imposter': 12, 'pessimist': 17}",doctor,skip,670.0,1,0
3,healthy,consolidated_dataset/test_00039.png,"{'doctor': 15, 'engineer': 35, 'normal': 21, 'thug': 6, 'imposter': 9, 'pessimist': 13}",pessimist,save,650.0,1,0
4,zombie,consolidated_dataset/test_00192.png,"{'doctor': 3, 'engineer': 5, 'normal': 48, 'thug': 7, 'imposter': 36, 'pessimist': 1}",imposter,save,620.0,2,0
5,zombie,consolidated_dataset/test_00031.png,"{'doctor': 4, 'engineer': 30, 'normal': 4, 'thug': 2, 'imposter': 31, 'pessimist': 29}",imposter,scram,590.0,3,0
6,healthy,consolidated_dataset/test_00194.png,"{'doctor': 1, 'engineer': 32, 'normal': 23, 'thug': 25, 'imposter': 13, 'pessimist': 6}",engineer,save,450.0,0,0
7,healthy,consolidated_dataset/test_00020.png,"{'doctor': 7, 'engineer': 7, 'normal': 67, 'thug': 3, 'imposter': 10, 'pessimist': 6}",normal,save,420.0,1,0
8,healthy,consolidated_dataset/test_00068.png,"{'doctor': 10, 'engineer': 1, 'normal': 37, 'thug': 11, 'imposter': 42, 'pessimist': 0}",normal,reveal,390.0,2,0
9,healthy,consolidated_dataset/test_00010.png,"{'doctor': 2, 'engineer': 21, 'normal': 2, 'thug': 38, 'imposter': 35, 'pessimist': 1}",thug,skip,360.0,2,0
10,zombie,consolidated_dataset/test_00168.png,"{'doctor': 1, 'engineer': 15, 'normal': 1, 'thug': 75, 'imposter': 7, 'pessimist': 1}",thug,scram,340.0,2,0
11,healthy,consolidated_dataset/test_00111.png,"{'doctor': 7, 'engineer': 32, 'normal': 4, 'thug': 39, 'imposter': 16, 'pessimist': 2}",engineer,save,410.0,0,0
12,zombie,consolidated_dataset/test_00159.png,"{'doctor': 6, 'engineer': 3, 'normal': 24, 'thug': 13, 'imposter': 14, 'pessimist': 40}",imposter,squish,380.0,1,0
13,zombie,consolidated_dataset/test_00009.png,"{'doctor': 7, 'engineer': 4, 'normal': 60, 'thug': 18, 'imposter': 8, 'pessimist': 4}",normal,save,365.0,1,0
14,zombie,consolidated_dataset/test_00080.png,"{'doctor': 0, 'engineer': 70, 'normal': 24, 'thug': 2, 'imposter': 2, 'pessimist': 2}",engineer,scram,335.0,2,0
15,healthy,consolidated_dataset/test_00182.png,"{'doctor': 5, 'engineer': 20, 'normal': 19, 'thug': 4, 'imposter': 4, 'pessimist': 47}",engineer,save,405.0,0,0
16,zombie,consolidated_dataset/test_00133.png,"{'doctor': 7, 'engineer': 26, 'normal': 13, 'thug': 47, 'imposter': 3, 'pessimist': 3}",thug,squish,375.0,1,0
17,healthy,consolidated_dataset/test_00123.png,"{'doctor': 1, 'engineer': 6, 'normal': 87, 'thug': 0, 'imposter': 5, 'pessimist': 0}",normal,save,360.0,1,0
18,zombie,consolidated_dataset/test_00092.png,"{'doctor': 3, 'engineer': 26, 'normal': 35, 'thug': 32, 'imposter': 1, 'pessimist': 4}",normal,scram,330.0,2,0
19,healthy,consolidated_dataset/test_00100.png,"{'doctor': 3, 'engineer': 9, 'normal': 7, 'thug': 60, 'imposter': 17, 'pessimist': 3}",thug,save,400.0,0,0
20,healthy,consolidated_dataset/test_00040.png,"{'doctor': 27, 'engineer': 2, 'normal': 33, 'thug': 10, 'imposter': 6, 'pessimist': 23}",pessimist,save,370.0,1,0
21,healthy,consolidated_dataset/test_00056.png,"{'doctor': 11, 'engineer': 18, 'normal': 3, 'thug': 14, 'imposter': 5, 'pessimist': 50}",pessimist,scram,340.0,2,0
22,healthy,consolidated_dataset/test_00017.png,"{'doctor': 0, 'engineer': 27, 'normal': 44, 'thug': 2, 'imposter': 5, 'pessimist': 21}",normal,save,290.0,0,0
23,zombie,consolidated_dataset/test_00018.png,"{'doctor': 2, 'engineer': 2, 'normal': 3, 'thug': 3, 'imposter': 81, 'pessimist': 10}",imposter,scram,260.0,1,0
24,zombie,consolidated_dataset/test_00103.png,"{'doctor': 10, 'engineer': 19, 'normal': 33, 'thug': 14, 'imposter': 22, 'pessimist': 3}",normal,scram,210.0,0,0
25,healthy,consolidated_dataset/test_00117.png,"{'doctor': 61, 'engineer': 5, 'normal': 4, 'thug': 9, 'imposter': 6, 'pessimist': 15}",doctor,save,160.0,0,0
26,zombie,consolidated_dataset/test_00199.png,"{'doctor': 86, 'engineer': 4, 'normal': 7, 'thug': 1, 'imposter': 1, 'pessimist': 2}",doctor,save,130.0,1,0
27,healthy,consolidated_dataset/test_00114.png,"{'doctor': 5, 'engineer': 29, 'normal': 62, 'thug': 1, 'imposter': 2, 'pessimist': 1}",thug,scram,100.0,2,0
28,healthy,consolidated_dataset/test_00052.png,"{'doctor': 30, 'engineer': 4, 'normal': 31, 'thug': 0, 'imposter': 22, 'pessimist': 13}",normal,save,50.0,0,0
29,healthy,consolidated_dataset/test_00125.png,"{'doctor': 6, 'engineer': 14, 'normal': 9, 'thug': 6, 'imposter': 1, 'pessimist': 63}",engineer,save,20.0,1,0
Killed: 0 Saved: 16
