,local_run_id,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity
0,1,zombie,consolidated_dataset/test_00070.png,"{'doctor': 4, 'engineer': 0, 'normal': 59, 'thug': 2, 'imposter': 21, 'pessimist': 14}",normal,skip,720.0,0.0
1,1,healthy,consolidated_dataset/test_00023.png,"{'doctor': 43, 'engineer': 22, 'normal': 1, 'thug': 1, 'imposter': 2, 'pessimist': 31}",doctor,save,700.0,0.0
2,1,healthy,consolidated_dataset/test_00189.png,"{'doctor': 8, 'engineer': 23, 'normal': 20, 'thug': 18, 'imposter': 7, 'pessimist': 25}",engineer,save,670.0,1.0
3,1,healthy,consolidated_dataset/test_00038.png,"{'doctor': 1, 'engineer': 4, 'normal': 89, 'thug': 2, 'imposter': 1, 'pessimist': 3}",normal,save,640.0,2.0
4,1,zombie,consolidated_dataset/test_00058.png,"{'doctor': 5, 'engineer': 10, 'normal': 3, 'thug': 7, 'imposter': 1, 'pessimist': 74}",pessimist,squish,610.0,3.0
5,1,healthy,consolidated_dataset/test_00062.png,"{'doctor': 52, 'engineer': 5, 'normal': 1, 'thug': 2, 'imposter': 18, 'pessimist': 21}",pessimist,skip,595.0,3.0
6,1,zombie,consolidated_dataset/test_00022.png,"{'doctor': 52, 'engineer': 18, 'normal': 2, 'thug': 10, 'imposter': 17, 'pessimist': 0}",doctor,squish,575.0,3.0
7,1,zombie,consolidated_dataset/test_00092.png,"{'doctor': 12, 'engineer': 25, 'normal': 51, 'thug': 2, 'imposter': 8, 'pessimist': 3}",doctor,squish,560.0,3.0
8,1,zombie,consolidated_dataset/test_00082.png,"{'doctor': 15, 'engineer': 2, 'normal': 12, 'thug': 19, 'imposter': 13, 'pessimist': 39}",pessimist,skip,545.0,3.0
9,1,healthy,consolidated_dataset/test_00119.png,"{'doctor': 7, 'engineer': 32, 'normal': 46, 'thug': 4, 'imposter': 1, 'pessimist': 11}",engineer,save,525.0,3.0
10,1,zombie,consolidated_dataset/test_00080.png,"{'doctor': 9, 'engineer': 13, 'normal': 25, 'thug': 21, 'imposter': 32, 'pessimist': 1}",imposter,skip,495.0,4.0
11,1,zombie,consolidated_dataset/test_00042.png,"{'doctor': 30, 'engineer': 10, 'normal': 24, 'thug': 3, 'imposter': 3, 'pessimist': 31}",pessimist,squish,475.0,4.0
12,1,healthy,consolidated_dataset/test_00151.png,"{'doctor': 16, 'engineer': 9, 'normal': 10, 'thug': 23, 'imposter': 27, 'pessimist': 16}",thug,skip,460.0,4.0
13,1,zombie,consolidated_dataset/test_00180.png,"{'doctor': 8, 'engineer': 1, 'normal': 2, 'thug': 76, 'imposter': 13, 'pessimist': 0}",thug,squish,440.0,4.0
14,1,healthy,consolidated_dataset/test_00118.png,"{'doctor': 1, 'engineer': 2, 'normal': 90, 'thug': 3, 'imposter': 0, 'pessimist': 3}",normal,save,425.0,4.0
15,1,healthy,consolidated_dataset/test_00011.png,"{'doctor': 36, 'engineer': 36, 'normal': 12, 'thug': 4, 'imposter': 0, 'pessimist': 11}",doctor,save,395.0,5.0
