,local_run_id,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity
0,1,healthy,consolidated_dataset/test_00003.png,"{'doctor': 4, 'engineer': 0, 'normal': 67, 'thug': 7, 'imposter': 19, 'pessimist': 3}",normal,skip,720.0,0.0
1,1,zombie,consolidated_dataset/test_00180.png,"{'doctor': 2, 'engineer': 19, 'normal': 60, 'thug': 0, 'imposter': 6, 'pessimist': 13}",normal,squish,700.0,0.0
2,1,healthy,consolidated_dataset/test_00150.png,"{'doctor': 26, 'engineer': 4, 'normal': 7, 'thug': 5, 'imposter': 56, 'pessimist': 1}",imposter,skip,685.0,0.0
3,1,healthy,consolidated_dataset/test_00001.png,"{'doctor': 18, 'engineer': 24, 'normal': 6, 'thug': 20, 'imposter': 25, 'pessimist': 6}",imposter,save,665.0,0.0
4,1,zombie,consolidated_dataset/test_00170.png,"{'doctor': 6, 'engineer': 72, 'normal': 7, 'thug': 3, 'imposter': 2, 'pessimist': 11}",engineer,skip,635.0,1.0
5,1,zombie,consolidated_dataset/test_00097.png,"{'doctor': 9, 'engineer': 17, 'normal': 4, 'thug': 0, 'imposter': 4, 'pessimist': 65}",pessimist,squish,615.0,1.0
6,1,zombie,consolidated_dataset/test_00049.png,"{'doctor': 17, 'engineer': 53, 'normal': 19, 'thug': 7, 'imposter': 3, 'pessimist': 1}",normal,squish,600.0,1.0
7,1,zombie,consolidated_dataset/test_00138.png,"{'doctor': 3, 'engineer': 18, 'normal': 48, 'thug': 11, 'imposter': 17, 'pessimist': 4}",normal,squish,585.0,1.0
8,1,zombie,consolidated_dataset/test_00116.png,"{'doctor': 68, 'engineer': 8, 'normal': 4, 'thug': 3, 'imposter': 5, 'pessimist': 12}",doctor,skip,570.0,1.0
9,1,zombie,consolidated_dataset/test_00146.png,"{'doctor': 0, 'engineer': 10, 'normal': 12, 'thug': 2, 'imposter': 66, 'pessimist': 11}",imposter,squish,550.0,1.0
10,1,healthy,consolidated_dataset/test_00190.png,"{'doctor': 37, 'engineer': 12, 'normal': 14, 'thug': 13, 'imposter': 20, 'pessimist': 3}",normal,save,535.0,1.0
11,1,healthy,consolidated_dataset/test_00184.png,"{'doctor': 0, 'engineer': 1, 'normal': 19, 'thug': 2, 'imposter': 1, 'pessimist': 77}",pessimist,save,505.0,2.0
12,1,healthy,consolidated_dataset/test_00081.png,"{'doctor': 12, 'engineer': 1, 'normal': 79, 'thug': 1, 'imposter': 3, 'pessimist': 4}",normal,save,475.0,3.0
13,1,zombie,consolidated_dataset/test_00133.png,"{'doctor': 14, 'engineer': 1, 'normal': 58, 'thug': 17, 'imposter': 6, 'pessimist': 5}",normal,squish,445.0,4.0
14,1,healthy,consolidated_dataset/test_00028.png,"{'doctor': 25, 'engineer': 17, 'normal': 15, 'thug': 2, 'imposter': 3, 'pessimist': 39}",pessimist,save,430.0,4.0
15,1,healthy,consolidated_dataset/test_00100.png,"{'doctor': 10, 'engineer': 1, 'normal': 74, 'thug': 5, 'imposter': 8, 'pessimist': 1}",normal,save,400.0,5.0
16,1,zombie,consolidated_dataset/test_00072.png,"{'doctor': 4, 'engineer': 22, 'normal': 39, 'thug': 10, 'imposter': 8, 'pessimist': 17}",normal,squish,370.0,6.0
17,1,healthy,consolidated_dataset/test_00125.png,"{'doctor': 1, 'engineer': 9, 'normal': 66, 'thug': 6, 'imposter': 7, 'pessimist': 11}",thug,save,355.0,6.0
18,1,zombie,consolidated_dataset/test_00080.png,"{'doctor': 2, 'engineer': 0, 'normal': 0, 'thug': 2, 'imposter': 89, 'pessimist': 6}",imposter,squish,325.0,7.0
19,1,healthy,consolidated_dataset/test_00083.png,"{'doctor': 2, 'engineer': 12, 'normal': 83, 'thug': 2, 'imposter': 1, 'pessimist': 0}",normal,save,310.0,7.0
20,1,healthy,consolidated_dataset/test_00015.png,"{'doctor': 8, 'engineer': 6, 'normal': 61, 'thug': 3, 'imposter': 2, 'pessimist': 20}",normal,save,280.0,8.0
21,1,zombie,consolidated_dataset/test_00105.png,"{'doctor': 48, 'engineer': 24, 'normal': 14, 'thug': 2, 'imposter': 1, 'pessimist': 11}",pessimist,squish,250.0,9.0
22,1,healthy,consolidated_dataset/test_00036.png,"{'doctor': 18, 'engineer': 1, 'normal': 5, 'thug': 34, 'imposter': 41, 'pessimist': 1}",thug,skip,235.0,9.0
