,local_run_id,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity
0,1,healthy,consolidated_dataset/test_00010.png,"{'doctor': 14, 'engineer': 1, 'normal': 65, 'thug': 1, 'imposter': 4, 'pessimist': 14}",normal,save,720.0,0.0
1,1,healthy,consolidated_dataset/test_00191.png,"{'doctor': 36, 'engineer': 25, 'normal': 2, 'thug': 4, 'imposter': 32, 'pessimist': 0}",doctor,save,690.0,1.0
2,1,healthy,consolidated_dataset/test_00172.png,"{'doctor': 4, 'engineer': 2, 'normal': 3, 'thug': 89, 'imposter': 1, 'pessimist': 0}",thug,skip,660.0,2.0
3,1,zombie,consolidated_dataset/test_00022.png,"{'doctor': 54, 'engineer': 16, 'normal': 0, 'thug': 17, 'imposter': 10, 'pessimist': 3}",doctor,skip,640.0,2.0
4,1,zombie,consolidated_dataset/test_00199.png,"{'doctor': 12, 'engineer': 30, 'normal': 14, 'thug': 10, 'imposter': 9, 'pessimist': 25}",engineer,skip,620.0,2.0
5,1,healthy,consolidated_dataset/test_00096.png,"{'doctor': 3, 'engineer': 3, 'normal': 66, 'thug': 9, 'imposter': 7, 'pessimist': 13}",normal,skip,600.0,2.0
6,1,zombie,consolidated_dataset/test_00031.png,"{'doctor': 4, 'engineer': 31, 'normal': 7, 'thug': 10, 'imposter': 4, 'pessimist': 44}",pessimist,squish,580.0,2.0
7,1,healthy,consolidated_dataset/test_00118.png,"{'doctor': 14, 'engineer': 9, 'normal': 47, 'thug': 15, 'imposter': 0, 'pessimist': 14}",normal,save,565.0,2.0
8,1,zombie,consolidated_dataset/test_00164.png,"{'doctor': 1, 'engineer': 1, 'normal': 20, 'thug': 72, 'imposter': 4, 'pessimist': 2}",normal,squish,535.0,3.0
9,1,zombie,consolidated_dataset/test_00099.png,"{'doctor': 3, 'engineer': 63, 'normal': 1, 'thug': 11, 'imposter': 5, 'pessimist': 17}",engineer,squish,520.0,3.0
10,1,healthy,consolidated_dataset/test_00165.png,"{'doctor': 0, 'engineer': 3, 'normal': 46, 'thug': 27, 'imposter': 12, 'pessimist': 11}",thug,skip,505.0,3.0
11,1,zombie,consolidated_dataset/test_00137.png,"{'doctor': 1, 'engineer': 0, 'normal': 10, 'thug': 1, 'imposter': 87, 'pessimist': 1}",imposter,skip,485.0,3.0
12,1,healthy,consolidated_dataset/test_00055.png,"{'doctor': 1, 'engineer': 0, 'normal': 95, 'thug': 1, 'imposter': 2, 'pessimist': 0}",normal,save,465.0,3.0
13,1,zombie,consolidated_dataset/test_00042.png,"{'doctor': 0, 'engineer': 4, 'normal': 64, 'thug': 31, 'imposter': 2, 'pessimist': 0}",normal,squish,435.0,4.0
14,1,zombie,consolidated_dataset/test_00033.png,"{'doctor': 5, 'engineer': 1, 'normal': 47, 'thug': 23, 'imposter': 21, 'pessimist': 4}",normal,squish,420.0,4.0
15,1,zombie,consolidated_dataset/test_00149.png,"{'doctor': 34, 'engineer': 2, 'normal': 5, 'thug': 39, 'imposter': 7, 'pessimist': 13}",doctor,squish,405.0,4.0
16,1,healthy,consolidated_dataset/test_00001.png,"{'doctor': 73, 'engineer': 2, 'normal': 0, 'thug': 17, 'imposter': 0, 'pessimist': 8}",doctor,save,390.0,4.0
17,1,healthy,consolidated_dataset/test_00151.png,"{'doctor': 17, 'engineer': 2, 'normal': 1, 'thug': 75, 'imposter': 1, 'pessimist': 5}",thug,save,360.0,5.0
18,1,healthy,consolidated_dataset/test_00126.png,"{'doctor': 61, 'engineer': 0, 'normal': 1, 'thug': 0, 'imposter': 6, 'pessimist': 32}",doctor,skip,330.0,6.0
19,1,zombie,consolidated_dataset/test_00037.png,"{'doctor': 0, 'engineer': 19, 'normal': 9, 'thug': 57, 'imposter': 11, 'pessimist': 3}",engineer,squish,310.0,6.0
20,1,healthy,consolidated_dataset/test_00196.png,"{'doctor': 1, 'engineer': 7, 'normal': 7, 'thug': 80, 'imposter': 3, 'pessimist': 2}",thug,skip,295.0,6.0
21,1,healthy,consolidated_dataset/test_00193.png,"{'doctor': 70, 'engineer': 22, 'normal': 0, 'thug': 1, 'imposter': 2, 'pessimist': 5}",doctor,skip,275.0,6.0
22,1,healthy,consolidated_dataset/test_00028.png,"{'doctor': 2, 'engineer': 20, 'normal': 56, 'thug': 11, 'imposter': 7, 'pessimist': 3}",thug,skip,255.0,6.0
23,1,zombie,consolidated_dataset/test_00168.png,"{'doctor': 8, 'engineer': 25, 'normal': 18, 'thug': 38, 'imposter': 7, 'pessimist': 3}",normal,squish,235.0,6.0
24,1,zombie,consolidated_dataset/test_00007.png,"{'doctor': 25, 'engineer': 3, 'normal': 62, 'thug': 6, 'imposter': 0, 'pessimist': 3}",normal,squish,220.0,6.0
25,1,healthy,consolidated_dataset/test_00056.png,"{'doctor': 5, 'engineer': 4, 'normal': 23, 'thug': 1, 'imposter': 10, 'pessimist': 57}",pessimist,save,205.0,6.0
26,1,zombie,consolidated_dataset/test_00195.png,"{'doctor': 4, 'engineer': 8, 'normal': 28, 'thug': 50, 'imposter': 1, 'pessimist': 9}",normal,skip,175.0,7.0
27,1,healthy,consolidated_dataset/test_00052.png,"{'doctor': 1, 'engineer': 8, 'normal': 61, 'thug': 2, 'imposter': 22, 'pessimist': 5}",normal,skip,155.0,7.0
28,1,zombie,consolidated_dataset/test_00166.png,"{'doctor': 10, 'engineer': 1, 'normal': 66, 'thug': 0, 'imposter': 21, 'pessimist': 2}",doctor,squish,135.0,7.0
29,1,zombie,consolidated_dataset/test_00027.png,"{'doctor': 4, 'engineer': 0, 'normal': 10, 'thug': 27, 'imposter': 13, 'pessimist': 45}",pessimist,squish,120.0,7.0
