episode,timestep,reward
1,400,-103.5
3,800,-102.0
5,1200,-102.75
7,1600,-103.5
9,2000,-102.75
11,2400,-103.0
13,2800,-101.5
15,3200,-103.25
17,3600,-93.25
19,4000,-100.75
21,4400,-103.0
23,4800,-101.75
25,5200,-102.75
27,5600,-102.0
29,6000,-104.0
31,6400,-103.0
33,6800,-100.5
35,7200,-102.75
37,7600,-103.5
39,8000,-103.75
41,8400,-102.25
43,8800,-100.5
45,9200,-102.0
47,9600,-93.5
49,10000,-103.25
51,10400,-104.0
53,10800,-102.5
55,11200,-102.0
57,11600,-103.5
